Response ID,Select which type of data to enter:,Outreach team member:,Date of contact:,Stakeholder's name and title:,How did they hear about the program?,Other (please specify):How did they hear about the program?,Is this stakeholder a new contact?,Who initiated the contact?,Method of interaction:,Stakeholder type:,Other (please specify)::Stakeholder type:,Was a feedback form distributed?:Complete the following:,Did the stakeholder request information?:Complete the following:,Was the stakeholder given program materials during the interaction?:Complete the following:,Date range of submission(s):,Facebook posts:Number of social media postings submitted:,Tweets:Number of social media postings submitted:,Full-length videos:Number of social media postings submitted:,Digital shorts:Number of social media postings submitted:,Livestreaming:Number of social media postings submitted:,Name of video (if applicable):,Outreach team member:,Name of event or distribution:,Date of event or distribution:,Event or distribution type:,Other (please specify):Event or distribution type:,Workforce:Number of participants:,Business:Number of participants:,CAC/CDCAB members:Number of participants:,Civic/church group members:Number of participants:,CSEPP Immediate Reaction Zone residents:Number of participants:,Elected officials:Number of participants:,Emergency management:Number of participants:,Local schools:Number of participants:,Media:Number of participants:,Oversight/regulatory agency members:Number of participants:,CSEPP Protective Action Zone residents:Number of participants:,Other:Number of participants:,Number:Information packets distributed:Complete the following:,Number:Feedback forms distributed:Complete the following:,Number:Feedback forms collected:Complete the following:
593,Social media submission,,,,,,,,,,,,,,6/27/17,1,2,,,,Note: for Personnel Prepare for Blue Grass Filter-Bank Detector Test  news article,,,,,,,,,,,,,,,,,,,,
594,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,Blue Grass Plant Submits Request to Sample Munitions,6/27/17,News Article,,,,,,,,,,,,,0,0,0,0
595,Social media submission,,,,,,,,,,,,,,6/27/17,1,2,,,,Note: Blue Grass Plant Submits Request to Sample Munitions news article,,,,,,,,,,,,,,,,,,,,
596,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,PEO ACWA Weekly News Distribution,6/26/17,Digital communications distribution,,312,,,,,,3,,,8,,,0,0,0
597,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,PEO ACWA Weekly News Distribution,6/12/17,Digital communications distribution,,312,,,,,,3,,,8,,,0,0,0
598,Social media submission,,,,,,,,,,,,,,07/01/2017 - 07/15/2017,7,6,,,,,,,,,,,,,,,,,,,,,,,,
599,Social media submission,,,,,,,,,,,,,,6/30/17,2,2,,,,Note: TSCA permit actions,,,,,,,,,,,,,,,,,,,,
600,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 5,Glenn Marshall STEM Day,5/19/17,Education Outreach Event,,6,,,,,,,100,,,,,0,0,0
601,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,Kentucky Chemical Demilitarization Citizens' Advisory Commission (CAC) and Chemical Destruction Community Advisory Board (CDCAB) Meeting Summary,7/5/17,Digital communications distribution,,35,,30,,,5,6,,,6,,,0,0,0
602,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,Toxic Substances Control Act (TSCA) Public Notifications,7/3/17,Digital communications distribution,,45,,30,,,10,10,,,25,,,0,0,0
603,Individual contact,Team Member 4,7/3/17,"Name LastName, Title ",Outreach event,,Don't know,The outreach team,Digital communication,Oversight/regulatory agency member,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,"Program Executive Office, Assembled Chemical Weapons Alternatives (PEO ACWA) Weekly News Distribution",7/3/17,Digital communications distribution,,312,,,,,,6,,,3,,,0,0,0
605,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,News clipping,7/3/17,Digital communications distribution,,35,,30,,,6,6,,,20,,,0,0,0
606,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 5,Toxic Substances Control Act EPA Approval notification,7/5/17,Digital communications distribution,,,,,,242,,,,,,,,0,0,0
607,Individual contact,Team Member 4,7/12/17,"Name LastName, Title ",Outreach event,,No,The outreach team,Telephone,CAC/CDCAB member,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,Blue Grass Plant to Hold Environmental Permitting Meeting July 20,7/13/17,News Article,,,,,,,,,,,,,0,0,0,0
609,Social media submission,,,,,,,,,,,,,,7/13/17,1,2,,,,Note: for Blue Grass Plant to Hold Environmental Permitting Meeting July 20 news article,,,,,,,,,,,,,,,,,,,,
610,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,"Program Executive Office, Assembled Chemical Weapons Alternatives (PEO ACWA) Weekly News Distribution",7/10/17,Digital communications distribution,,312,,,,,,2,,,3,,,0,0,0
611,Social media submission,,,,,,,,,,,,,,07/16/2017 - 07/31/2017,5,5,,,,,,,,,,,,,,,,,,,,,,,,
612,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,News clipping,7/12/17,Digital communications distribution,,35,,30,,,6,6,,,10,,,0,0,0
613,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 5,BGCAPP new employee orientation,7/10/17,Workforce event,,2,,,,,,,,,,,,0,0,0
614,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,U.S. Environmental Protection Agency (EPA) Toxic Substances Control Act (TSCA) Approval,7/20/17,Briefing/presentation,,13,,,,,,,,1,6,,,0,0,0
615,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,Centers for Disease Control and Prevention,7/20/17,Tour,,4,,,,,,,,,2,,,0,0,0
616,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,GB Sampling Class 2 Permit Modification Request,7/19/17,Briefing/presentation,,15,,,,,,,,,9,,,0,0,0
617,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,GB Sampling Class 2 Permit Modification Request Media Advisory,7/18/17,News release,,,,,,,,,,52,,,,0,0,0
618,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,Blue Grass Emergency Response Teams Train for High-Angle Rescues,7/18/17,News Article,,,,,,,,,,,,,0,0,0,0
619,Social media submission,,,,,,,,,,,,,,7/18/17,1,2,,,,Note: Blue Grass Emergency Response Teams Train for High-Angle Rescues article,,,,,,,,,,,,,,,,,,,,
620,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,PEO ACWA Weekly News Distribution,7/17/17,Digital communications distribution,,321,,,,,,8,,,3,,,0,0,0
621,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,News clipping,7/21/17,Digital communications distribution,,35,,30,,,6,6,,,12,,,0,0,0
622,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 5,TSCA Approval Public Meeting,7/20/17,Other (please specify),Public availability meeting for EPA approval decision,4,,,,,,,,1,19,,,0,0,0
623,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 5,Media Advisory TSCA public availability,7/19/17,News release,,,,,,,,,,52,,,,0,0,0
624,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 5,Blue Grass Bulletin newsletter,7/27/17,Digital communications distribution,,884,,,,,,,,,,,6,0,0,0
625,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,Invitation to New Program Executive Officer Meet and Greet,7/28/17,Digital communications distribution,,20,,30,,,6,6,,,10,,,0,0,0
626,Individual contact,Team Member 4,7/24/17,"Name LastName, Title ",Outreach event,,No,The stakeholder,Digital communication,Elected official,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,Individual contact,Team Member 4,7/26/17,"Name LastName, Title ",Outreach event,,No,The stakeholder,Digital communication,Emergency management,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,Individual contact,Team Member 2,7/24/17,"Name LastName, Title ",Outreach event,,No,The stakeholder,Digital communication,Emergency management,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,Engineers Design Munitions-Monitoring Equipment,7/25/17,News Article,,,,,,,,,,,,,0,0,0,0
630,Social media submission,,,,,,,,,,,,,,7/27/17,1,2,,,,Note: Engineers Design Munitions-Monitoring Equipment news article,,,,,,,,,,,,,,,,,,,,
631,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,PEO ACWA Weekly News Distribution,7/24/17,Digital communications distribution,,321,,,,,,3,,,5,,,0,0,0
632,Social media submission,,,,,,,,,,,,,,7/28/17,1,1,,1,,Note: Kentucky Singing Bridge video short,,,,,,,,,,,,,,,,,,,,
633,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,News clipping,7/21/17,Digital communications distribution,,35,,30,,,6,6,,,10,,,0,0,0
636,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,New Program Executive Officer Meet-and-Greet,8/3/17,CAC/CDCAB (or subcommittee)/advisory board meeting,,3,,3,,,1,,,,,,,0,0,0
637,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,New Program Executive Officer Meet-and-Greet Reminder,8/3/17,Digital communications distribution,,12,,30,,,8,8,,,12,,,0,0,0
638,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,New Program Executive Officer,8/2/17,Tour,,6,,,,,,,,,,,,0,0,0
639,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,This Month at BGCAPP дус July 2017,7/31/17,Digital communications distribution,,1323,84,30,228,235,15,8,3,,20,101,,0,0,0
640,Individual contact,Team Member 4,8/3/17,"Name LastName, Title ",Outreach event,,No,The stakeholder,Digital communication,Elected official,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,Individual contact,Team Member 4,8/3/17,"Name LastName, Title ",Outreach event,,No,The stakeholder,Digital communication,Elected official,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,Individual contact,Team Member 1,7/31/17,"Name LastName, Title ",Friend/family/coworker/neighbor,,Yes,The stakeholder,Telephone,CSEPP Protective Action Zone/Immediate Reaction Zone resident,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,PEO ACWA News-Clipping Distribution,7/31/17,Digital communications distribution,,301,,,,,,2,,,7,,,0,0,0
644,Social media submission,,,,,,,,,,,,,,08/01/2017 - 08/15/2017,8,7,,,,,,,,,,,,,,,,,,,,,,,,
645,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 5,BGCAPP tour for EPA/KDEP,7/20/17,Tour,,4,,,,,,,,,5,,,0,0,0
646,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 5,BGCAPP new employee orientation,8/7/17,Workforce event,,3,,,,,,,,,,,,3,,
647,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,Richmond Chamber of Commerce Congressional Update,8/10/17,Networking event,,4,60,,,,4,,,,,,,0,0,0
648,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,U.S. Army Joint Munitions Command (JMC) Commander,8/9/17,Briefing/presentation,,2,,,,,,,,,1,,,0,0,0
649,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,Kentucky Chemical Demilitarization Citizens' Advisory Commission (CAC) and Chemical Destruction Community Advisory Board (CDCAB) Meeting Advertisements - Richmond Register,8/9/17,Advertisement,,,,,,,,,,1,,,,0,0,0
650,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,Kentucky Chemical Demilitarization Citizens' Advisory Commission (CAC) and Chemical Destruction Community Advisory Board (CDCAB) Meeting Advertisements - Berea Citizen,8/9/17,Advertisement,,,,,,,,,,1,,,,0,0,0
651,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,Kentucky Chemical Demilitarization Citizens' Advisory Commission (CAC) and Chemical Destruction Community Advisory Board (CDCAB) Meeting Advertisements - Local Cable,8/9/17,Advertisement,,,,,,,,,,1,,,,0,0,0
652,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,Kentucky Chemical Demilitarization Citizens' Advisory Commission (CAC) and Chemical Destruction Community Advisory Board (CDCAB) Meeting Advertisements - Community Calendar,8/9/17,Advertisement,,,,,,,,,,1,,,,0,0,0
653,Individual contact,Team Member 4,8/10/17,"Name LastName, Title ",Outreach event,,No,The outreach team,Digital communication,CAC/CDCAB member,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,Individual contact,Team Member 4,8/10/17,"Name LastName, Title ",Outreach event,,No,The outreach team,Digital communication,CAC/CDCAB member,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,Individual contact,Team Member 2,8/10/17,"Name LastName, Title ",Outreach event,,Yes,The stakeholder,Digital communication,Local school,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,Individual contact,Team Member 1,8/9/17,"Name LastName, Title ",Friend/family/coworker/neighbor,,Yes,The stakeholder,Outreach office visitor/walk-in,CSEPP Protective Action Zone/Immediate Reaction Zone resident,,N/A,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,Individual contact,Team Member 1,8/9/17,"Name LastName, Title ",Outreach event,,No,The outreach team,Digital communication,Business,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,Individual contact,Team Member 4,8/9/17,"Name LastName, Title ",Outreach event,,No,The outreach team,Digital communication,Emergency management,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,Individual contact,Team Member 2,8/8/17,"Name LastName, Title ",Outreach event,,No,The stakeholder,Telephone,Local school,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,PEO ACWA Weekly News Distribution,8/7/17,Digital communications distribution,,312,,,,,,2,,,8,,,0,0,0
661,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Blue Grass News Clip,8/8/17,Digital communications distribution,,35,,30,,,6,6,,,12,,,0,0,0
662,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Blue Grass News Clip,8/9/17,Digital communications distribution,,35,,30,,,6,6,,,12,,,0,0,0
663,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,Blur Grass News Clip,8/9/17,Digital communications distribution,,35,,30,,,6,6,,,12,,,0,0,0
664,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,Blue Grass News Clip,8/10/17,Digital communications distribution,,35,,30,,,6,6,,,12,,,0,0,0
665,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,Kentucky CSEPP IPT,8/9/17,Briefing/presentation,,,,,,,,25,,,,,,0,0,0
666,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,U.S. Sen. Mitch McConnell Staff Members,8/18/17,Tour,,4,,,,,4,,,,,,,0,0,0
667,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,U.S. Army Chemical Materials Activity Director,8/16/17,Tour,,4,,,,,,,,,2,,,0,0,0
668,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Kentucky Chemical Demilitarization Citizens' Advisory Commission (CAC) and Chemical Destruction Community Advisory Board (CDCAB) Meeting Notification,8/14/17,Digital communications distribution,,35,,30,,,6,6,,,12,,,0,0,0
669,Individual contact,Team Member 4,8/18/17,"Name LastName, Title ",Outreach event,,No,The stakeholder,Digital communication,CAC/CDCAB member,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,Individual contact,Team Member 2,8/16/17,"Name LastName, Title ",Outreach event,,Yes,The outreach team,Telephone,Business,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,Individual contact,Team Member 2,8/16/17,"Name LastName, Title ",Outreach event,,Yes,The outreach team,Telephone,Business,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,Individual contact,Team Member 2,8/14/17,"Name LastName, Title ",Outreach event,,No,The stakeholder,Digital communication,Emergency management,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,Individual contact,Team Member 2,8/14/17,"Name LastName, Title ",Friend/family/coworker/neighbor,,Yes,The stakeholder,Outreach office visitor/walk-in,CSEPP Protective Action Zone/Immediate Reaction Zone resident,,N/A,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,New Program Leader Visits Blue Grass Plant,8/16/17,News Article,,,,,,,,,,,,,0,0,0,0
675,Social media submission,,,,,,,,,,,,,,8/16/17,1,2,,,,Note: New Program Leader Visits Blue Grass Plant news article,,,,,,,,,,,,,,,,,,,,
676,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,Blue Grass Holds GB Sampling Public Meeting,8/16/17,News Article,,,,,,,,,,,,,0,0,0,0
677,Social media submission,,,,,,,,,,,,,,8/16/17,1,2,,,,Note: Blue Grass Holds GB Sampling Public Meeting  news article,,,,,,,,,,,,,,,,,,,,
678,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,Blue Grass to Use Custom Device for Agent Sampling,8/16/17,News Article,,,,,,,,,,,,,0,0,0,0
679,Social media submission,,,,,,,,,,,,,,8/16/17,1,2,,,,Note: Blue Grass to Use Custom Device for Agent Sampling news article,,,,,,,,,,,,,,,,,,,,
680,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,"Program Executive Office, Assembled Chemical Weapons Alternatives (PEO ACWA) Weekly News Distribution",8/14/17,Digital communications distribution,,312,,,,,,2,,,6,,,0,0,0
681,Social media submission,,,,,,,,,,,,,,08/16/201 - 08/31/2017,9,7,,,,,,,,,,,,,,,,,,,,,,,,
682,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,This Month at BGCAPP дус August 2017,8/25/17,Digital communications distribution,,1127,61,,298,474,15,15,3,,30,153,,0,0,0
683,Individual contact,Team Member 2,8/25/17,"Name LastName, Title ",Outreach event,,No,The outreach team,Digital communication,Business,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,Individual contact,Team Member 2,8/25/17,"Name LastName, Title ",Outreach event,,Yes,The stakeholder,Telephone,Business,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,Individual contact,Team Member 2,8/25/17,"Name LastName, Title ",Outreach event,,Yes,The outreach team,Telephone,Business,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,Individual contact,Team Member 2,8/25/17,"Name LastName, Title ",Outreach event,,Yes,The outreach team,Digital communication,Media,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,Individual contact,Team Member 2,8/24/17,"Name LastName, Title ",Outreach event,,Don't know,The stakeholder,Digital communication,Business,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,Individual contact,Team Member 4,8/23/17,"Name LastName, Title ",Outreach event,,No,The outreach team,Digital communication,Oversight/regulatory agency member,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,Individual contact,Team Member 4,8/23/17,"Name LastName, Title ",Outreach event,,No,The outreach team,Digital communication,Business,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,Individual contact,Team Member 2,8/23/17,"Name LastName, Title ",Outreach event,,Yes,The outreach team,Telephone,Business,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,Individual contact,Team Member 2,8/23/17,"Name LastName, Title ",Outreach event,,Yes,The outreach team,Digital communication,Business,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,Individual contact,Team Member 2,8/22/17,"Name LastName, Title ",Outreach event,,Yes,The outreach team,Telephone,Business,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,Individual contact,Team Member 1,8/21/17,"Name LastName, Title ",Outreach event,,No,The stakeholder,Digital communication,CAC/CDCAB member,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,Conveyor System Turned Over to Operations,8/24/17,News Article,,,,,,,,,,,,,0,0,0,0
695,Social media submission,,,,,,,,,,,,,,8/24/17,1,2,,,,Note: Conveyor System Turned Over to Operations news article,,,,,,,,,,,,,,,,,,,,
696,Social media submission,,,,,,,,,,,,,,8/24/17,,,,1,,Note: Solar Eclipse Time Lapse video:,,,,,,,,,,,,,,,,,,,,
697,Social media submission,,,,,,,,,,,,,,09/01/2017 - 09/15/2017,8,8,,,,,,,,,,,,,,,,,,,,,,,,
698,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,News clip,8/17/17,Digital communications distribution,,35,,30,,,6,6,,,12,,,0,0,0
699,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,News clip,8/22/17,Digital communications distribution,,35,,30,,,6,6,,,12,,,0,0,0
700,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,News clip,8/23/17,Digital communications distribution,,35,,30,,,6,6,,,12,,,0,0,0
701,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,"Program Executive Office, Assembled Chemical Weapons Alternatives (PEO ACWA) Weekly News Distribution",8/21/17,Digital communications distribution,,321,,,,,3,2,,,6,,,0,0,0
702,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 5,BGCAPP new employee orientation,8/28/17,Workforce event,,1,,,,,,,,,,,,1,0,0
703,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 5,CSEPP Exercise,8/30/17,CSEPP exercise,,1,,,,,,,,,,,,0,0,0
704,Individual contact,Team Member 2,9/1/17,"Name LastName, Title ",Outreach event,,No,The stakeholder,Digital communication,Local school,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,Individual contact,Team Member 4,9/1/17,"Name LastName, Title ",Outreach event,,No,The stakeholder,Digital communication,CAC/CDCAB member,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,Individual contact,Team Member 4,9/1/17,"Name LastName, Title ",Outreach event,,No,The stakeholder,Digital communication,Emergency management,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,Individual contact,Team Member 2,8/31/17,"Name LastName, Title ",Outreach event,,No,The stakeholder,Digital communication,Business,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,Individual contact,Team Member 2,8/30/17,"Name LastName, Title ",Outreach event,,No,The stakeholder,Digital communication,Emergency management,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,Individual contact,Team Member 4,8/30/17,"Name LastName, Title ",Outreach event,,Yes,The stakeholder,Digital communication,Business,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,Individual contact,Team Member 2,8/30/17,"Name LastName, Title ",Outreach event,,No,The stakeholder,Digital communication,Business,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,Individual contact,Team Member 2,8/28/17,"Name LastName, Title ",Outreach event,,Yes,The stakeholder,Digital communication,Business,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,News clip,8/31/17,Digital communications distribution,,35,,30,,,6,6,,,12,,,0,0,0
713,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,PEO ACWA Weekly News Distribution,8/28/17,Digital communications distribution,,301,,,,,,6,,,8,,,0,0,0
714,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 5,BGCAPP Bulletin,8/30/17,Digital communications distribution,,913,,,,,,,,,,,6,0,0,0
715,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 5,Richmond Chamber Pops at the Parks,8/26/17,Networking event,,20,100,3,,,2,,,,,,100,0,0,0
716,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 5,BGCAPP new employee orientation,8/21/17,Workforce event,,1,,,,,,,,,,,,1,0,0
717,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Kentucky Chemical Demilitarization Citizens' Advisory Commission (CAC) and Chemical Destruction Community Advisory Board (CDCAB) Meeting Reminder,9/6/17,Digital communications distribution,,35,,30,,,8,8,,,15,,,0,0,0
718,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,BGCAPP Talking Points,9/6/17,Digital communications distribution,,,,,,,3,,,,,,,0,0,0
719,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,CAC/CDCAB News Release,9/6/17,News release,,14,,30,,,6,6,,44,8,,,0,0,0
720,Individual contact,Team Member 4,9/5/17,"Name LastName, Title ",Outreach event,,No,The outreach team,Digital communication,Elected official,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,Individual contact,Team Member 2,9/7/17,"Name LastName, Title ",Outreach event,,No,The outreach team,Digital communication,Local school,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,Individual contact,Team Member 4,9/7/17,"Name LastName, Title ",Outreach event,,No,The outreach team,Digital communication,Emergency management,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,Individual contact,Team Member 4,9/7/17,"Name LastName, Title ",Outreach event,,No,The stakeholder,Digital communication,Oversight/regulatory agency member,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,Individual contact,Team Member 1,9/6/17,"Name LastName, Title ",Outreach event,,No,The stakeholder,Digital communication,CAC/CDCAB member,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,Individual contact,Team Member 1,9/6/17,"Name LastName, Title ",Outreach event,,No,The outreach team,Telephone,Business,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,Individual contact,Team Member 2,9/6/17,"Name LastName, Title ",Outreach event,,Yes,The stakeholder,Digital communication,Local school,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,Individual contact,Team Member 2,9/6/17,"Name LastName, Title ",Outreach event,,No,The stakeholder,Digital communication,Emergency management,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,Individual contact,Team Member 2,9/5/17,"Name LastName, Title ",Outreach event,,No,The outreach team,Digital communication,Local school,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,Individual contact,Team Member 2,9/5/17,"Name LastName, Title ",Outreach event,,Don't know,The stakeholder,Digital communication,Business,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,AirHandling System Passes Test,9/6/17,News Article,,,,,,,,,,,,,0,0,0,0
731,Social media submission,,,,,,,,,,,,,,9/6/17,2,2,,,,Note: AirHandling System Passes Test news article,,,,,,,,,,,,,,,,,,,,
732,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,"Program Executive Office, Assembled Chemical Weapons Alternatives (PEO ACWA) Weekly News Distribution",9/5/17,Digital communications distribution,,301,,,,,3,3,,,8,,,0,0,0
733,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,News clip,9/5/17,Digital communications distribution,,35,,30,,,6,6,,,12,,,0,0,0
734,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 5,Tracks for Packs 5K,9/9/17,Networking event,,15,15,,20,,,,30,,,,75,0,0,0
737,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,Flickr August Update _12Photos,8/24/17,Digital communications distribution,,,,,,,,,,,,,0,0,0,0
738,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 2,Flickr Update - July - 18 Photos,7/28/17,Digital communications distribution,,,,,,,,,,,,,0,0,0,0
