Response ID,Select which type of data to enter:,Outreach team member:,Date of contact:,Stakeholder's name and title:,How did they hear about the program?,Other (please specify):How did they hear about the program?,Is this stakeholder a new contact?,Who initiated the contact?,Method of interaction:,Stakeholder type:,Other (please specify)::Stakeholder type:,Was a feedback form distributed?:Complete the following:,Did the stakeholder request information?:Complete the following:,Was the stakeholder given program materials during the interaction?:Complete the following:,Date range of submission(s):,Facebook posts:Number of social media postings submitted:,Tweets:Number of social media postings submitted:,Full-length videos:Number of social media postings submitted:,Digital shorts:Number of social media postings submitted:,Livestreaming:Number of social media postings submitted:,Name of video (if applicable):,Outreach team member:,Name of event or distribution:,Date of event or distribution:,Event or distribution type:,Other (please specify):Event or distribution type:,Business & economic development group members:Number of participants:,CAC/Working Group members:Number of participants:,Citizen board/commission members:Number of participants:,Community advocacy/Non-profit:Number of participants:,Elected and Government-appointed officials:Number of participants:,Emergency management:Number of participants:,Community members:Number of participants:,Education community:Number of participants:,Media:Number of participants:,Oversight/regulatory agency members:Number of participants:,Workforce:Number of participants:,Other:Number of participants:,Number:Information packets distributed:Complete the following:,Number:Feedback forms distributed:Complete the following:,Number:Feedback forms collected:Complete the following:
650,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,news article: Pueblo Technicians Streamline Air Monitoring,7/20/17,News article,,,,,,,,,,,,,0,0,0,0
651,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,news article: Program Executive Officer Visits Pueblo Plant,7/20/17,News article,,,,,,,,,,,,,0,0,0,0
652,Social media posting submission,,,,,,,,,,,,,,7/20/17,2,4,,,,,,,,,,,,,,,,,,,,,,,,
653,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 2,CAC Live Stream Video,6/2/17,CAC (or CAC subcommittee)/advisory board meeting,,,9,,,,2,,,,,14,,0,0,0
654,Individual contact,Team Member 2,5/31/17,"name lastname, titles",Don't know - did not ask,,No,The stakeholder,Digital communication,CAC member,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 2,Information Products: PCAPP Brochures for Career Fair,5/31/17,Information packet distribution,,,,,,,,300,,,,,,300,0,0
658,Individual contact,Team Member 2,6/7/17,"name lastname, titles",Advertisement,,Yes,The stakeholder,Outreach office visitor/walk-in,Business & economic development group member,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,Individual contact,Team Member 2,6/7/17,"name lastname, titles",Advertisement,,Yes,The stakeholder,Outreach office visitor/walk-in,Business & economic development group member,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,Individual contact,Team Member 2,7/12/17,"name lastname, titles",Friend/family/coworker/neighbor,,Yes,The stakeholder,Outreach office visitor/walk-in,Community advisory group member,,N/A,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,Individual contact,Team Member 2,7/17/17,"name lastname, titles",Friend/family/coworker/neighbor,,Yes,The stakeholder,Outreach office visitor/walk-in,Local community member,,N/A,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,Individual contact,Team Member 3,7/18/17,"name lastname, titles",Advertisement,,Yes,The stakeholder,Outreach office visitor/walk-in,Other (please specify):,out of town visitor,N/A,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 2,News Clipping,6/14/17,Digital communications distribution,,,1,,,1,4,,,,14,45,,0,0,0
664,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 2,News Clipping,7/4/17,Digital communications distribution,,,1,,,1,4,,,,14,45,,0,0,0
665,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 2,News Clipping,7/8/17,Digital communications distribution,,,1,,,1,4,,,,14,45,,0,0,0
666,Individual contact,Team Member 2,7/13/17,"name lastname, titles",Don't know - did not ask,,No,The stakeholder,Outreach office visitor/walk-in,CAC member,,N/A,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,Weekly Report,7/17/17,Digital communications distribution,,,2,,,,3,,,,8,36,,0,0,0
668,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,Weekly Report,7/24/17,Digital communications distribution,,,2,,,,3,,,,8,36,,0,0,0
669,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,7/10/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
670,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,7/11/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
671,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,7/12/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
672,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,7/13/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
673,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,7/17/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
674,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,7/18/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
675,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,7/19/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
676,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,7/20/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
677,Social media posting submission,,,,,,,,,,,,,,7/26/17,,,,,1,,,,,,,,,,,,,,,,,,,,,
678,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,Permitting Working Group Meeting,7/26/17,CAC (or CAC subcommittee)/advisory board meeting,,,3,,,,,1,,,3,18,,0,0,0
679,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,Biotreatment Utilization Group,7/26/17,CAC (or CAC subcommittee)/advisory board meeting,,,3,,,,,1,,,3,15,,0,0,0
680,Social media posting submission,,,,,,,,,,,,,,8/18/17,1,1,,1,,ACWA Celebrates Colorado Day Š—– 2017,,,,,,,,,,,,,,,,,,,,
681,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,Weekly Report,7/31/17,Digital communications distribution,,,2,,,,3,,,,8,36,,0,0,0
682,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,7/24/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
683,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,7/25/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
684,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,7/26/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
685,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,7/27/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
686,Individual contact,Team Member 5,7/28/17,"name lastname, titles",Other (please specify),Email Blast from Site Project Manager,Yes,The stakeholder,Telephone,Media,,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,Individual contact,Team Member 5,7/28/17,"name lastname, titles",Don't know - did not ask,,No,The stakeholder,In-person,Media,,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,News Article: Pueblo Plant Considers Off-Site Shipment of Wastewater,5/2/17,News article,,,,,,,,,,,,,0,0,0,0
689,Individual contact,Team Member 6,8/3/17,"name lastname, titles",Friend/family/coworker/neighbor,,Yes,The stakeholder,In-person,Local community member,,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,7/31/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
691,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,8/1/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
692,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,8/2/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
693,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,8/3/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
694,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,Weekly Report,8/7/17,Digital communications distribution,,,2,,,,3,,,,8,36,,0,0,0
695,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Welcome Message Distribution,8/3/17,Workforce event,,,,,,,,,,,,2,,2,0,0
696,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Southern Colorado Press Club Board of Directors Meeting,7/31/17,Networking event,,3,,,2,,,1,,2,,1,,0,0,0
697,Individual contact,Team Member 1,7/31/17,"name lastname, titles",Don't know - did not ask,,Yes,The stakeholder,Telephone,Media,,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,Individual contact,Team Member 1,7/31/17,"name lastname, titles",Friend/family/coworker/neighbor,,Yes,The stakeholder,Digital communication,Media,,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,CSU-Pueblo Alumni Association Board of Directors Retreat,7/29/17,Networking event,,6,,,1,,,,6,1,,1,,0,0,0
700,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,SCPC Executive Board Meeting,7/27/17,Networking event,,,,1,,,,,,2,,1,,0,0,0
701,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Public Meetings,7/26/17,Public meeting,,,4,,,,,,,,4,14,,0,0,0
702,Individual contact,Team Member 1,7/26/17,"name lastname, titles",Friend/family/coworker/neighbor,,Yes,The stakeholder,Direct mail,Media,,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Dream Big Movie Premiere,7/21/17,Information booth/exhibit,,,,,,,,150,,,,1,,100,0,0
704,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Tour for Pueblo Plex,7/21/17,Tour,,,,,1,,,,,,,2,,0,0,0
705,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Pueblo Cooperative Care Center Board of Directors Meeting,7/20/17,Networking event,,2,,,5,,,,,,,1,,0,0,0
706,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Welcome Message to new PCAPP employees,7/19/17,Workforce event,,,,,,,,,,,,3,,3,0,0
707,Individual contact,Team Member 1,7/6/17,"name lastname, titles",Don't know - did not ask,,No,The outreach team,Digital communication,Oversight/regulatory agency member,,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 2,News Clipping,7/18/17,Digital communications distribution,,,1,,,1,4,,,,14,45,,0,0,0
709,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 2,Information Distribution: Message to Stakeholders and Media,7/28/17,Digital communications distribution,,60,10,32,32,22,89,284,56,49,3,60,1350,0,0,0
710,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 2,Information Distribution: Colorado Chemical Demilitarization Citizens' Advisory Commission Live Stream Video,7/27/17,CAC (or CAC subcommittee)/advisory board meeting,,,9,,,,2,,,,,14,,0,0,0
711,Individual contact,Team Member 2,7/26/17,"name lastname, titles",Don't know - did not ask,,No,The stakeholder,In-person,CAC member,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,Individual contact,Team Member 2,7/27/17,"name lastname, titles",Don't know - did not ask,,No,The outreach team,Direct mail,Local community member,,N/A,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 2,News Clipping,7/28/17,Digital communications distribution,,,1,,,1,4,,,,14,45,,0,0,0
714,Social media posting submission,,,,,,,,,,,,,,7/7/17,1,1,1,,,Pueblo Plant Safely Disposes of Secondary Waste,,,,,,,,,,,,,,,,,,,,
715,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,CAC Meeting,7/26/17,CAC (or CAC subcommittee)/advisory board meeting,,2,5,,1,,5,,,,4,14,,0,0,0
716,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,new article: Washout System Tested for Optimal Performance,7/28/17,News article,,,,,,,,,,,,,0,0,0,0
717,Social media posting submission,,,,,,,,,,,,,,7/28/17,1,2,,,,,,,,,,,,,,,,,,,,,,,,
718,Social media posting submission,,,,,,,,,,,,,,08/16/2017-08/31/2017,10,10,,,,,,,,,,,,,,,,,,,,,,,,
719,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,news article: Temporary Off-Site Shipment of Wastewater Begins,8/1/17,News article,,,,,,,,,,,,,0,0,0,0
720,Social media posting submission,,,,,,,,,,,,,,8/1/17,1,2,,,,,,,,,,,,,,,,,,,,,,,,
721,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,This Month at PCAPP: July 2017,7/31/17,Digital communications distribution,,75,8,45,45,25,45,627,6,6,45,1110,,0,0,0
722,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 2,News Clipping,8/2/17,Digital communications distribution,,,1,,,1,4,,,,14,45,,0,0,0
723,Individual contact,Team Member 2,8/1/17,"name lastname, titles",Social media,,Yes,The stakeholder,Outreach office visitor/walk-in,Local community member,,N/A,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 5,Interviews with Associated Press Denver Bureau and KRDO-TV,7/28/17,Media event,,,,,,,,,,2,,,,0,0,0
726,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,Weekly Report,8/14/17,Digital communications distribution,,,2,,,,3,,,,8,36,,0,0,0
727,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,8/7/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
728,Individual contact,Team Member 6,8/10/17,"name lastname, titles",Outreach event,,No,The outreach team,In-person,Elected official,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,8/8/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
730,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,8/9/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
731,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,8/10/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
732,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,McHarg Park Anniversary Celebration,8/10/17,Information booth/exhibit,,,,,2,1,4,50,,,,,,4,4,4
734,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 5,Presentation:  Colorado CSEPP IPT,8/16/17,Briefing/update,,,,,,,32,,,,,,,0,0,0
735,Social media posting submission,,,,,,,,,,,,,,8/17/17,1,1,,1,,Time Lapse Shows Construction of Hydrolysate Loading Station,,,,,,,,,,,,,,,,,,,,
736,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,Weekly Report,8/21/17,Digital communications distribution,,,2,,,,3,,,,8,36,,0,0,0
737,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,8/14/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
738,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,8/15/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
739,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,8/16/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
740,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,8/17/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
741,Social media posting submission,,,,,,,,,,,,,,8/25/17,1,1,,1,,ACWA Celebrates Women's Equality Day,,,,,,,,,,,,,,,,,,,,
742,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,Weekly Report,8/28/17,Digital communications distribution,,,2,,,,3,,,,8,36,,0,0,0
743,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,8/21/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
744,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,8/22/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
745,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,8/23/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
746,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,8/24/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
747,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,This Month at PCAPP: August 2017,8/31/17,Digital communications distribution,,75,8,45,45,25,45,627,6,6,45,1059,,0,0,0
748,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,news article: Proper Mask Fit Protects Workers from Hazards,8/29/17,News article,,,,,,,,,,,,,0,0,0,0
749,Social media posting submission,,,,,,,,,,,,,,8/29/17,1,2,,,,,,,,,,,,,,,,,,,,,,,,
750,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,news article: Core Principle Extends Beyond Pueblo Worksite,9/1/17,News article,,,,,,,,,,,,,0,0,0,0
751,Social media posting submission,,,,,,,,,,,,,,9/1/17,1,2,,,,,,,,,,,,,,,,,,,,,,,,
752,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,news article: Mask Testing Ensures Maximum Workforce Protection,8/23/17,News article,,,,,,,,,,,,,0,0,0,0
753,Social media posting submission,,,,,,,,,,,,,,8/23/17,1,2,,,,,,,,,,,,,,,,,,,,,,,,
754,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,news article: Static Detonation Chamber Deflagrates Energetics,8/18/17,News article,,,,,,,,,,,,,0,0,0,0
755,Social media posting submission,,,,,,,,,,,,,,8/18/17,1,2,,,,,,,,,,,,,,,,,,,,,,,,
756,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,news article: First Off-Site Shipment of Wastewater Successful,8/11/17,News article,,,,,,,,,,,,,0,0,0,0
757,Social media posting submission,,,,,,,,,,,,,,8/11/17,1,2,,,,,,,,,,,,,,,,,,,,,,,,
758,Individual contact,Team Member 3,8/8/17,"name lastname, titles",Outreach event,,No,The outreach team,Telephone,Elected official,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,Weekly Report,9/5/17,Digital communications distribution,,,2,,,,3,,,,8,36,,0,0,0
760,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,8/28/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
761,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,8/29/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
762,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,8/30/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
763,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,8/31/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
764,Individual contact,Team Member 2,8/7/17,"name lastname, titles",Friend/family/coworker/neighbor,,No,The outreach team,In-person,Elected official,,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,Individual contact,Team Member 2,8/8/17,"name lastname, titles",Friend/family/coworker/neighbor,,No,The outreach team,Digital communication,Emergency management,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,Individual contact,Team Member 2,8/8/17,"name lastname, titles",Friend/family/coworker/neighbor,,No,The outreach team,Digital communication,Emergency management,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,Individual contact,Team Member 2,8/7/17,"name lastname, titles",Don't know - did not ask,,No,The outreach team,Digital communication,Local community member,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,Individual contact,Team Member 2,8/14/17,"name lastname, titles",Friend/family/coworker/neighbor,,No,The outreach team,In-person,Elected official,,N/A,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,Individual contact,Team Member 2,8/14/17,"name lastname, titles",Friend/family/coworker/neighbor,,No,The stakeholder,Digital communication,Emergency management,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,Individual contact,Team Member 2,8/9/17,"name lastname, titles",Don't know - did not ask,,Yes,The stakeholder,Outreach office visitor/walk-in,Local community member,,N/A,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,Individual contact,Team Member 2,8/3/17,"name lastname, titles",Don't know - did not ask,,Yes,The stakeholder,Outreach office visitor/walk-in,Local community member,,N/A,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,Individual contact,Team Member 2,8/14/17,"name lastname, titles",Don't know - did not ask,,No,The stakeholder,Outreach office visitor/walk-in,Local community member,,N/A,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,New PCAPP Employee Welcome Message,8/16/17,Workforce event,,,,,,,,,,,,5,,5,0,0
774,Individual contact,Team Member 1,8/7/17,"name lastname, titles",Don't know - did not ask,,No,The outreach team,Direct mail,Media,,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,Individual contact,Team Member 1,8/7/17,"name lastname, titles",Don't know - did not ask,,Yes,The stakeholder,Direct mail,Business & economic development group member,,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,CSU-P Alumni Association Board Meeting,9/1/17,Networking event,,4,,,,,,1,5,,,1,,0,0,0
777,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,New PCAPP employee Welcome Message,8/31/17,Workforce event,,,,,,,,,,,,8,,8,0,0
778,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Junior Achievement Corporate Recognition Event,8/24/17,Networking event,,11,,,,,,,7,,,2,,0,0,0
779,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 2,News Clipping,8/31/17,Digital communications distribution,,,1,,,1,4,,,,15,43,,0,0,0
780,Social media posting submission,,,,,,,,,,,,,,09/01/2017-09/15/2017,5,5,,,,,,,,,,,,,,,,,,,,,,,,
781,Social media posting submission,,,,,,,,,,,,,,09/16/2017-09/30/2017,9,9,,,,,,,,,,,,,,,,,,,,,,,,
782,Social media posting submission,,,,,,,,,,,,,,9/7/17,5,5,,,,,,,,,,,,,,,,,,,,,,,,
783,Social media posting submission,,,,,,,,,,,,,,9/8/17,3,3,,,,,,,,,,,,,,,,,,,,,,,,
784,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,Fort Carson,9/7/17,Tour,,,,,,,,,,,3,,,0,0,0
785,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,Weekly Report,9/11/17,Digital communications distribution,,,2,,,,3,,,,8,36,,0,0,0
786,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,9/5/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
787,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,9/6/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
788,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,9/7/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
789,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,news article: First Year of Pueblo Plant Pilot Testing Complete,9/8/17,News article,,,,,,,,,,,,,0,0,0,0
791,Social media posting submission,,,,,,,,,,,,,,9/8/17,1,2,,,,,,,,,,,,,,,,,,,,,,,,
792,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,news article: Fair Teaches Safety through Interactive Learning,9/14/17,News article,,,,,,,,,,,,,0,0,0,0
793,Social media posting submission,,,,,,,,,,,,,,9/14/17,1,2,,,,,,,,,,,,,,,,,,,,,,,,
794,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,news article: Off-site Shipment of Wastewater Complete,9/14/17,News article,,,,,,,,,,,,,0,0,0,0
795,Social media posting submission,,,,,,,,,,,,,,9/14/17,1,2,,,,,,,,,,,,,,,,,,,,,,,,
796,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,Weekly Report,9/18/17,Digital communications distribution,,,2,,,,3,,,,10,36,,0,0,0
797,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,9/11/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
798,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,9/12/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
799,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,9/13/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
800,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,9/14/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
801,Individual contact,Team Member 5,9/18/17,"name lastname, titles",Don't know - did not ask,,Yes,The stakeholder,Digital communication,Other (please specify):,Video Documentary Producer,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,Weekly Report,9/25/17,Digital communications distribution,,,2,,,,3,,,,10,36,,0,0,0
805,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,9/18/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
806,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,9/19/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
807,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,9/20/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
808,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,9/21/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
809,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Welcome Message,9/21/17,Workforce event,,,,,,,,,,,,1,,1,,
810,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,United Way of Pueblo County Annual Campaign Kick Off,9/19/17,Networking event,,227,,,50,5,,60,,2,,6,,0,0,0
811,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Welcome Message,9/14/17,Workforce event,,,,,,,,,,,,13,,13,0,0
812,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,CSU-Pueblo Presentation,9/13/17,Briefing/update,,,,,,,,,70,,,1,,0,0,0
813,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Southern Colorado Press Club Monthly Membership Meeting,9/12/17,Networking event,,24,,,,,,,7,2,,2,,0,0,0
814,Individual contact,Team Member 1,9/12/17,"name lastname, titles",Don't know - did not ask,,No,The stakeholder,In-person,Local community member,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,Individual contact,Team Member 1,9/7/17,"name lastname, titles",Don't know - did not ask,,No,The stakeholder,Digital communication,Local school,,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
